id,name,linkedin_url,website,geography,industry,company_headcount,employees_on_linkedin,companyId
61,Gordon Food Service,https://www.linkedin.com/sales/accounts/insights?companyId=8935,http://www.gfs.com,"Greater Grand Rapids, Michigan Area",Food,10001,"6,819 employees on LinkedIn",8935
62,Molson Coors,https://www.linkedin.com/sales/accounts/insights?companyId=8484,http://www.molsoncoors.com,Greater Denver Area,Food,10001,"4,757 employees on LinkedIn",8484
63,Vita Coco,https://www.linkedin.com/sales/accounts/insights?companyId=606183,http://vitacoco.com,Greater New York City Area,Food,201-500,410 employees on LinkedIn,606183
64,Aramark Refreshment Services,https://www.linkedin.com/sales/accounts/insights?companyId=2813,http://www.aramarkrefreshments.com,United States,Food,10001,"5,191 employees on LinkedIn",2813
65,United Natural Foods,https://www.linkedin.com/sales/accounts/insights?companyId=27837,http://www.unfi.com,"Providence, Rhode Island Area",Food,5001-10000,"3,062 employees on LinkedIn",27837
66,"Wendy's/Arby's Group, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=378362,http://www.wendys.com,Greater Atlanta Area,Food,10001,"2,662 employees on LinkedIn",378362
67,Monster Energy,https://www.linkedin.com/sales/accounts/insights?companyId=983286,http://www.monsterenergy.com,Greater Los Angeles Area,Food,1001-5000,"3,003 employees on LinkedIn",983286
68,Coca-Cola Bottling Co. Consolidated,https://www.linkedin.com/sales/accounts/insights?companyId=629227,http://www.CokeConsolidated.com,"Charlotte, North Carolina Area",Food,10001,"9,371 employees on LinkedIn",629227
69,Magic Leap,https://www.linkedin.com/sales/accounts/insights?companyId=3098033,https://www.magicleap.com/#/join,Miami/Fort Lauderdale Area,Consumer Electronics,1001-5000,"1,529 employees on LinkedIn",3098033
70,Oculus VR,https://www.linkedin.com/sales/accounts/insights?companyId=2763277,http://www.oculus.com,San Francisco Bay Area,Consumer Electronics,501-1000,"1,314 employees on LinkedIn",2763277
71,Little Caesars Pizza,https://www.linkedin.com/sales/accounts/insights?companyId=31820,http://www.littlecaesars.com,Greater Detroit Area,Food,10001,"7,621 employees on LinkedIn",31820
72,Dairy Queen,https://www.linkedin.com/sales/accounts/insights?companyId=16358,http://www.dairyqueen.com,Greater Minneapolis-St. Paul Area,Food,201-500,"9,686 employees on LinkedIn",16358
73,Chobani,https://www.linkedin.com/sales/accounts/insights?companyId=348709,http://www.chobani.com,"Syracuse, New York Area",Food,1001-5000,"1,062 employees on LinkedIn",348709
74,KIND,https://www.linkedin.com/sales/accounts/insights?companyId=1042218,http://www.kindsnacks.com,Greater New York City Area,Food,501-1000,820 employees on LinkedIn,1042218
75,iRobot,https://www.linkedin.com/sales/accounts/insights?companyId=9860,http://www.irobot.com,Greater Boston Area,Consumer Electronics,501-1000,"1,182 employees on LinkedIn",9860
76,Remington Arms Company,https://www.linkedin.com/sales/accounts/insights?companyId=77191,http://www.remington.com,"Greensboro/Winston-Salem, North Carolina Area",Sporting Goods,1001-5000,968 employees on LinkedIn,77191
77,Performance Food Group,https://www.linkedin.com/sales/accounts/insights?companyId=14984,http://www.pfgc.com,"Richmond, Virginia Area",Food,10001,"4,281 employees on LinkedIn",14984
78,HMSHost,https://www.linkedin.com/sales/accounts/insights?companyId=12934,http://www.hmshost.com,United States,Food,10001,"4,397 employees on LinkedIn",12934
79,New Belgium Brewing,https://www.linkedin.com/sales/accounts/insights?companyId=56397,http://www.newbelgium.com/brewery/company.aspx,"Fort Collins, Colorado Area",Food,501-1000,559 employees on LinkedIn,56397
80,Glanbia Performance Nutrition (GPN),https://www.linkedin.com/sales/accounts/insights?companyId=416541,http://www.glanbia.com,Greater Chicago Area,Food,1001-5000,769 employees on LinkedIn,416541
81,"SRAM, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=28039,http://www.sram.com/,Greater Chicago Area,Sporting Goods,1001-5000,870 employees on LinkedIn,28039
82,Wilson Sporting Goods Co.,https://www.linkedin.com/sales/accounts/insights?companyId=17718,http://www.wilson.com,Greater Chicago Area,Sporting Goods,1001-5000,898 employees on LinkedIn,17718
83,Black Diamond Equipment,https://www.linkedin.com/sales/accounts/insights?companyId=88661,http://www.blackdiamondequipment.com,Greater Salt Lake City Area,Sporting Goods,201-500,314 employees on LinkedIn,88661
84,"Del Monte Fresh Produce N.A., Inc",https://www.linkedin.com/sales/accounts/insights?companyId=427273,http://www.freshdelmonte.com,Miami/Fort Lauderdale Area,Food,10001,"1,490 employees on LinkedIn",427273
86,Brother International Corporation,https://www.linkedin.com/sales/accounts/insights?companyId=8604,http://www.brother-usa.com,Greater New York City Area,Consumer Electronics,1001-5000,"1,364 employees on LinkedIn",8604
87,Restaurant Associates,https://www.linkedin.com/sales/accounts/insights?companyId=165724,http://www.restaurantassociates.com,Greater New York City Area,Food,1001-5000,"5,361 employees on LinkedIn",165724
88,FOCUS Brands,https://www.linkedin.com/sales/accounts/insights?companyId=49135,http://www.focusbrands.com,Greater Atlanta Area,Food,1001-5000,487 employees on LinkedIn,49135
89,Smith,https://www.linkedin.com/sales/accounts/insights?companyId=45498,http://www.smith-wesson.com,"Springfield, Massachusetts Area",Sporting Goods,1001-5000,670 employees on LinkedIn,45498
90,OtterBox,https://www.linkedin.com/sales/accounts/insights?companyId=130207,http://www.otterbox.com,"Fort Collins, Colorado Area",Consumer Electronics,1001-5000,750 employees on LinkedIn,130207
91,Sierra Nevada Brewing Co.,https://www.linkedin.com/sales/accounts/insights?companyId=85924,http://www.sierranevada.com/careers,"Chico, California Area",Food,1001-5000,532 employees on LinkedIn,85924
92,Rogue Fitness,https://www.linkedin.com/sales/accounts/insights?companyId=1781202,http://www.roguefitness.com,"Columbus, Ohio Area",Sporting Goods,501-1000,240 employees on LinkedIn,1781202
93,Stone Brewing,https://www.linkedin.com/sales/accounts/insights?companyId=95751,http://www.stonebrew.com/index2.php,Greater San Diego Area,Food,1001-5000,620 employees on LinkedIn,95751
94,Ruger Firearms,https://www.linkedin.com/sales/accounts/insights?companyId=430461,http://www.ruger.com,Greater New York City Area,Sporting Goods,1001-5000,343 employees on LinkedIn,430461
95,Dogfish Head,https://www.linkedin.com/sales/accounts/insights?companyId=596853,https://www.themuse.com/companies/dogfishhead,"Dover, Delaware Area",Food,201-500,246 employees on LinkedIn,596853
96,Jamba Juice,https://www.linkedin.com/sales/accounts/insights?companyId=11209,http://www.jambajuice.com,United States,Food,1001-5000,"2,663 employees on LinkedIn",11209
98,Krispy Kreme,https://www.linkedin.com/sales/accounts/insights?companyId=23982,http://www.krispykreme.com,United States,Food,1001-5000,"2,763 employees on LinkedIn",23982
99,TiVo,https://www.linkedin.com/sales/accounts/insights?companyId=166454,http://www.tivo.com,San Francisco Bay Area,Consumer Electronics,1001-5000,"1,614 employees on LinkedIn",166454
100,JBL Professional,https://www.linkedin.com/sales/accounts/insights?companyId=6421,http://www.jblpro.com,United States,Consumer Electronics,5001-10000,264 employees on LinkedIn,6421
101,"SIG SAUER, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=95763,http://www.sigsauer.com,Greater Boston Area,Sporting Goods,1001-5000,676 employees on LinkedIn,95763
103,Pepsi Bottling Ventures,https://www.linkedin.com/sales/accounts/insights?companyId=42837,http://www.pepsibottlingventures.com,United States,Food,501-1000,"2,120 employees on LinkedIn",42837
104,Pioneer Electronics,https://www.linkedin.com/sales/accounts/insights?companyId=165475,http://www.pioneerelectronics.com,United States,Consumer Electronics,10001,"1,089 employees on LinkedIn",165475
105,Browning,https://www.linkedin.com/sales/accounts/insights?companyId=54279,http://www.browning.com,Greater Salt Lake City Area,Sporting Goods,201-500,283 employees on LinkedIn,54279
106,Pinnacle Foods,https://www.linkedin.com/sales/accounts/insights?companyId=917489,http://www.pinnaclefoods.com,Greater New York City Area,Food,1001-5000,"1,809 employees on LinkedIn",917489
107,Skullcandy Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=252846,http://www.skullcandy.com,Greater Salt Lake City Area,Consumer Electronics,201-500,270 employees on LinkedIn,252846
108,Reinhart Foodservice,https://www.linkedin.com/sales/accounts/insights?companyId=77105,http://www.rfsdelivers.com,Greater Chicago Area,Food,1001-5000,"2,213 employees on LinkedIn",77105
109,Centerplate,https://www.linkedin.com/sales/accounts/insights?companyId=162960,http://centerplate.com/,United States,Food,1001-5000,"3,102 employees on LinkedIn",162960
110,Control4,https://www.linkedin.com/sales/accounts/insights?companyId=16852,http://www.control4.com/,Greater Salt Lake City Area,Consumer Electronics,501-1000,588 employees on LinkedIn,16852
112,Chartwells Higher Education Dining Services,https://www.linkedin.com/sales/accounts/insights?companyId=976519,http://www.ChartwellsHigherEd.com,Greater New York City Area,Food,10001,"3,316 employees on LinkedIn",976519
113,KeHE Distributors,https://www.linkedin.com/sales/accounts/insights?companyId=1122744,http://kehe.com,Greater Chicago Area,Food,5001-10000,"1,980 employees on LinkedIn",1122744
114,The Chefs'​ Warehouse,https://www.linkedin.com/sales/accounts/insights?companyId=107699,http://www.chefswarehouse.com,Greater New York City Area,Food,1001-5000,596 employees on LinkedIn,107699
115,Shamrock Foods Company,https://www.linkedin.com/sales/accounts/insights?companyId=30881,http://www.shamrockfoods.com,"Phoenix, Arizona Area",Food,1001-5000,"1,785 employees on LinkedIn",30881
117,Organic Valley,https://www.linkedin.com/sales/accounts/insights?companyId=1102416,http://www.organicvalley.coop,"La Crosse, Wisconsin Area",Food,501-1000,583 employees on LinkedIn,1102416
118,Epson America Inc.,https://www.linkedin.com/sales/accounts/insights?companyId=1344009,https://epson.com/usa,Greater Los Angeles Area,Consumer Electronics,501-1000,863 employees on LinkedIn,1344009
120,Targus,https://www.linkedin.com/sales/accounts/insights?companyId=8780,http://www.targus.com,"Orange County, California Area",Consumer Electronics,501-1000,539 employees on LinkedIn,8780
121,Universal Electronics,https://www.linkedin.com/sales/accounts/insights?companyId=10294,http://www.uei.com,"Orange County, California Area",Consumer Electronics,1001-5000,860 employees on LinkedIn,10294
122,"Casey's General Stores, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=1374310,http://www.caseys.com,"Des Moines, Iowa Area",Food,10001,"3,393 employees on LinkedIn",1374310
123,AMX by HARMAN,https://www.linkedin.com/sales/accounts/insights?companyId=162450,http://www.amx.com,Dallas/Fort Worth Area,Consumer Electronics,10001,373 employees on LinkedIn,162450
124,"Del Monte Foods, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=3632035,http://www.delmontefoods.com,San Francisco Bay Area,Food,5001-10000,"1,037 employees on LinkedIn",3632035
125,Cycling Sports Group,https://www.linkedin.com/sales/accounts/insights?companyId=460175,http://www.dorelsports.com/careers/,Greater New York City Area,Sporting Goods,501-1000,348 employees on LinkedIn,460175
126,Craft Brew Alliance,https://www.linkedin.com/sales/accounts/insights?companyId=528527,http://www.craftbrew.com,"Portland, Oregon Area",Food,501-1000,381 employees on LinkedIn,528527
127,sweetgreen,https://www.linkedin.com/sales/accounts/insights?companyId=698150,http://www.sweetgreen.com,United States,Food,1001-5000,619 employees on LinkedIn,698150
129,PCH International,https://www.linkedin.com/sales/accounts/insights?companyId=60061,http://www.pchintl.com,San Francisco Bay Area,Consumer Electronics,501-1000,387 employees on LinkedIn,60061
130,Borden Dairy Company,https://www.linkedin.com/sales/accounts/insights?companyId=1120167,http://www.bordendairy.com,Dallas/Fort Worth Area,Food,1001-5000,794 employees on LinkedIn,1120167
131,Post Holdings,https://www.linkedin.com/sales/accounts/insights?companyId=3651927,http://www.postholdings.com,Greater St. Louis Area,Food,10001,500 employees on LinkedIn,3651927
132,Food Services of America,https://www.linkedin.com/sales/accounts/insights?companyId=18368,http://www.fsafood.com,"Phoenix, Arizona Area",Food,1001-5000,"1,804 employees on LinkedIn",18368
133,Snap Kitchen,https://www.linkedin.com/sales/accounts/insights?companyId=661938,http://www.snapkitchen.com,"Austin, Texas Area",Food,501-1000,246 employees on LinkedIn,661938
134,HP Hood LLC,https://www.linkedin.com/sales/accounts/insights?companyId=164228,http://www.hphood.com,United States,Food,1001-5000,"1,088 employees on LinkedIn",164228
135,Unidine,https://www.linkedin.com/sales/accounts/insights?companyId=41569,http://www.unidine.com,Greater Boston Area,Food,1001-5000,866 employees on LinkedIn,41569
136,Deschutes Brewery,https://www.linkedin.com/sales/accounts/insights?companyId=889926,http://www.deschutesbrewery.com,"Bend, Oregon Area",Food,201-500,265 employees on LinkedIn,889926
137,FreshDirect,https://www.linkedin.com/sales/accounts/insights?companyId=15241,http://www.freshdirect.com,Greater New York City Area,Food,1001-5000,745 employees on LinkedIn,15241
138,BRG Sports,https://www.linkedin.com/sales/accounts/insights?companyId=17671,http://www.brgsports.com,San Francisco Bay Area,Sporting Goods,1001-5000,327 employees on LinkedIn,17671
139,Ring,https://www.linkedin.com/sales/accounts/insights?companyId=4787585,http://www.ring.com,Greater Los Angeles Area,Consumer Electronics,1001-5000,746 employees on LinkedIn,4787585
141,Blue Bottle Coffee,https://www.linkedin.com/sales/accounts/insights?companyId=2035128,http://www.bluebottlecoffee.com,San Francisco Bay Area,Food,501-1000,340 employees on LinkedIn,2035128
143,Reyes Holdings,https://www.linkedin.com/sales/accounts/insights?companyId=38046,http://www.reyesholdings.com/,Greater Chicago Area,Food,10001,746 employees on LinkedIn,38046
144,Harry,https://www.linkedin.com/sales/accounts/insights?companyId=13095,http://www.HarryandDavid.com,"Medford, Oregon Area",Food,5001-10000,"1,105 employees on LinkedIn",13095
145,Frutarom,https://www.linkedin.com/sales/accounts/insights?companyId=31188,http://www.frutarom.com,United States,Food,1001-5000,906 employees on LinkedIn,31188
146,SmartThings,https://www.linkedin.com/sales/accounts/insights?companyId=2686346,http://www.smartthings.com,San Francisco Bay Area,Consumer Electronics,201-500,270 employees on LinkedIn,2686346
147,Cooper's Hawk Winery and Restaurants,https://www.linkedin.com/sales/accounts/insights?companyId=1373114,http://www.coopershawkwinery.com,Greater Chicago Area,Food,1001-5000,"1,023 employees on LinkedIn",1373114
149,Stumptown Coffee Roasters,https://www.linkedin.com/sales/accounts/insights?companyId=123460,http://www.stumptowncoffee.com,"Portland, Oregon Area",Food,201-500,205 employees on LinkedIn,123460
150,Bowers,https://www.linkedin.com/sales/accounts/insights?companyId=899421,http://www.bowers-wilkins.com,San Francisco Bay Area,Consumer Electronics,501-1000,335 employees on LinkedIn,899421
151,Simmons Foods,https://www.linkedin.com/sales/accounts/insights?companyId=108204,http://simmonsfoods.com,"Fayetteville, Arkansas Area",Food,5001-10000,"1,224 employees on LinkedIn",108204
152,Smith Optics,https://www.linkedin.com/sales/accounts/insights?companyId=451565,http://www.smithoptics.com/,"Boise, Idaho Area",Sporting Goods,201-500,274 employees on LinkedIn,451565
153,Road Runner Sports,https://www.linkedin.com/sales/accounts/insights?companyId=18592,http://www.roadrunnersports.com,Greater San Diego Area,Sporting Goods,501-1000,565 employees on LinkedIn,18592
154,BUNN,https://www.linkedin.com/sales/accounts/insights?companyId=79677,http://www.bunn.com,"Springfield, Illinois Area",Food,201-500,754 employees on LinkedIn,79677
155,Dutch Bros Coffee,https://www.linkedin.com/sales/accounts/insights?companyId=1830653,http://www.dutchbros.com,"Medford, Oregon Area",Food,1001-5000,"1,242 employees on LinkedIn",1830653
156,Gordon Food Service - Canada,https://www.linkedin.com/sales/accounts/insights?companyId=981938,http://www.gfs.ca,"Greater Grand Rapids, Michigan Area",Food,10001,733 employees on LinkedIn,981938
157,Bolthouse Farms,https://www.linkedin.com/sales/accounts/insights?companyId=41854,http://bolthouse.com,"Bakersfield, California Area",Food,1001-5000,602 employees on LinkedIn,41854
158,North Sails,https://www.linkedin.com/sales/accounts/insights?companyId=30945,http://www.northsails.com/,"Providence, Rhode Island Area",Sporting Goods,1001-5000,660 employees on LinkedIn,30945
159,Guckenheimer,https://www.linkedin.com/sales/accounts/insights?companyId=24778,http://www.guckenheimer.com,United States,Food,1001-5000,972 employees on LinkedIn,24778
160,"North American Breweries, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=821891,http://www.nabreweries.com,"Rochester, New York Area",Food,1001-5000,381 employees on LinkedIn,821891
161,Wolfgang Puck Catering,https://www.linkedin.com/sales/accounts/insights?companyId=22077,http://www.wolfgangpuckcatering.com,Greater Los Angeles Area,Food,1001-5000,636 employees on LinkedIn,22077
162,Coca-Cola Beverages Florida,https://www.linkedin.com/sales/accounts/insights?companyId=10001423,http://cocacolaflorida.com/,"Tampa/St. Petersburg, Florida Area",Food,1001-5000,917 employees on LinkedIn,10001423
163,Fooda,https://www.linkedin.com/sales/accounts/insights?companyId=1712945,http://www.fooda.com,Greater Chicago Area,Food,201-500,247 employees on LinkedIn,1712945
164,New Seasons Market,https://www.linkedin.com/sales/accounts/insights?companyId=56350,http://www.newseasonsmarket.com,"Portland, Oregon Area",Food,1001-5000,"1,020 employees on LinkedIn",56350
165,Johnson Outdoors,https://www.linkedin.com/sales/accounts/insights?companyId=22639,http://www.johnsonoutdoors.com,United States,Sporting Goods,1001-5000,723 employees on LinkedIn,22639
166,Cricut,https://www.linkedin.com/sales/accounts/insights?companyId=30065,http://www.Cricut.com,Greater Salt Lake City Area,Consumer Electronics,201-500,314 employees on LinkedIn,30065
167,VTech,https://www.linkedin.com/sales/accounts/insights?companyId=10520,http://www.vtech.com,"Portland, Oregon Area",Consumer Electronics,10001,"1,601 employees on LinkedIn",10520
168,Sprinkles Cupcakes,https://www.linkedin.com/sales/accounts/insights?companyId=1208202,http://www.sprinkles.com,Greater Los Angeles Area,Food,501-1000,209 employees on LinkedIn,1208202
169,Sling Media,https://www.linkedin.com/sales/accounts/insights?companyId=13913,http://www.slingbox.com,San Francisco Bay Area,Consumer Electronics,201-500,311 employees on LinkedIn,13913
170,Manitowoc Foodservice,https://www.linkedin.com/sales/accounts/insights?companyId=1300185,http://www.MTWFS.com,"Tampa/St. Petersburg, Florida Area",Food,5001-10000,498 employees on LinkedIn,1300185
172,"ZAGG, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=401948,http://www.zagg.com,Greater Salt Lake City Area,Consumer Electronics,201-500,467 employees on LinkedIn,401948
173,Asahi,https://www.linkedin.com/sales/accounts/insights?companyId=637844,http://www.asahibeerusa.com,Greater Los Angeles Area,Food,10001,362 employees on LinkedIn,637844
174,B,https://www.linkedin.com/sales/accounts/insights?companyId=61953,http://www.bgfoods.com,Greater New York City Area,Food,1001-5000,571 employees on LinkedIn,61953
175,Plated,https://www.linkedin.com/sales/accounts/insights?companyId=2893307,http://www.plated.com,Greater New York City Area,Food,501-1000,259 employees on LinkedIn,2893307
176,Ben E. Keith Foods,https://www.linkedin.com/sales/accounts/insights?companyId=54319,http://www.benekeith.com/food,Dallas/Fort Worth Area,Food,1001-5000,"1,173 employees on LinkedIn",54319
178,MARS DRINKS,https://www.linkedin.com/sales/accounts/insights?companyId=3341849,http://marsdrinks.com/,Greater Philadelphia Area,Food,501-1000,384 employees on LinkedIn,3341849
179,Waypoint,https://www.linkedin.com/sales/accounts/insights?companyId=2522470,http://www.asmwaypoint.com,"Tampa/St. Petersburg, Florida Area",Food,1001-5000,941 employees on LinkedIn,2522470
182,Community Coffee,https://www.linkedin.com/sales/accounts/insights?companyId=54807,http://www.communitycoffee.com,"Baton Rouge, Louisiana Area",Food,501-1000,526 employees on LinkedIn,54807
183,DS Services,https://www.linkedin.com/sales/accounts/insights?companyId=10587,http://dsservices.com,Greater Atlanta Area,Food,1001-5000,"1,446 employees on LinkedIn",10587
184,Auntie Anne's LLC,https://www.linkedin.com/sales/accounts/insights?companyId=58110,http://www.auntieannes.com,"Lancaster, Pennsylvania Area",Food,201-500,"1,267 employees on LinkedIn",58110
186,VIZIO,https://www.linkedin.com/sales/accounts/insights?companyId=150048,http://www.VIZIO.com,"Orange County, California Area",Consumer Electronics,201-500,426 employees on LinkedIn,150048
187,ZX Ventures,https://www.linkedin.com/sales/accounts/insights?companyId=10638748,http://zx-ventures.com/,Greater New York City Area,Food,201-500,273 employees on LinkedIn,10638748
188,My Fit Foods,https://www.linkedin.com/sales/accounts/insights?companyId=558701,http://www.myfitfoods.com,"Austin, Texas Area",Food,501-1000,266 employees on LinkedIn,558701
189,"Royal Cup, Inc.",https://www.linkedin.com/sales/accounts/insights?companyId=53158,http://www.royalcupcoffee.com,"Birmingham, Alabama Area",Food,501-1000,531 employees on LinkedIn,53158
190,Srixon/ Cleveland Golf/ XXIO,https://www.linkedin.com/sales/accounts/insights?companyId=25261,http://www.clevelandgolf.com,"Orange County, California Area",Sporting Goods,201-500,272 employees on LinkedIn,25261
193,Bob's Red Mill,https://www.linkedin.com/sales/accounts/insights?companyId=432185,http://bobsredmill.com,"Portland, Oregon Area",Food,201-500,216 employees on LinkedIn,432185
195,"National DCP, LLC",https://www.linkedin.com/sales/accounts/insights?companyId=1257738,http://nationaldcp.com,Greater Atlanta Area,Food,1001-5000,451 employees on LinkedIn,1257738
198,"Pinkberry Ventures, Inc",https://www.linkedin.com/sales/accounts/insights?companyId=342094,http://www.pinkberry.com,Greater Los Angeles Area,Food,201-500,284 employees on LinkedIn,342094
200,"Swire Coca-Cola, USA",https://www.linkedin.com/sales/accounts/insights?companyId=2198856,http://www.swirecc.com,Greater Salt Lake City Area,Food,5001-10000,"1,289 employees on LinkedIn",2198856
201,Rand McNally,https://www.linkedin.com/sales/accounts/insights?companyId=165655,http://www.randmcnally.com,Greater Chicago Area,Consumer Electronics,201-500,272 employees on LinkedIn,165655
